ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanMonthsSinceOriginationY,LoanFirstDefaultedCycleNumberQ,bad_aux,PW,fraud,bad,indeterm,LoanOriginationYear
CD0835460192176642A2031,581767,2012-04-23 19:34:35.547000000,,36,Current,,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2.0,E,6.0,1,WA,Other,Employed,4.0,True,False,,2012-04-23 19:34:30,660.0,679.0,2005-01-28 00:00:00,4.0,4.0,8.0,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,800.0,7.0,0.75,0.0,0.22,"$1-24,999",True,1833.333333,140F3649955304268AED7B4,,,,,,,,,0,,23,64787,3000,2012-04-30,Q2 2012,4B5035460100027671DF202,126.67,2786.07,1379.55,1406.52,-41.21,-203.93,0.0,0.0,0.0,1.0,0,0,0.0,9,2.0,,False,True,False,False,False,2012
BD6134803420117367B0F20,452639,2010-04-01 11:29:49.880000000,,36,Completed,2013-04-16 00:00:00,0.07439,0.071,0.061,0.055,0.006,0.055,7.0,AA,10.0,1,TX,Skilled Labor,Full-time,142.0,True,False,,2010-03-28 09:51:12,780.0,799.0,1988-05-11 00:00:00,13.0,13.0,26.0,13,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41262.0,0.39,62488.0,24.0,1.0,0.0,0.25,"$75,000-99,999",True,6568.416667,7347358434517120587E80F,,,,,,,,,0,,47,41808,1900,2010-04-16,Q2 2010,963B347959668843273B3A1,58.75,2115.49,1899.99,215.5,-30.34,0.0,0.0,0.0,0.0,1.0,0,0,0.0,78,4.0,,False,True,False,False,False,2010
16463538203959364D2205D,558005,2012-02-10 08:59:28.887000000,,60,Current,,0.3268,0.2997,0.2897,0.2824,0.119,0.1634,3.0,D,5.0,1,KY,Other,Employed,120.0,True,False,,2012-02-10 05:52:30,720.0,739.0,1996-05-26 00:00:00,7.0,7.0,22.0,4,369.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,16833.0,0.85,2917.0,21.0,0.95,0.0,0.33,"$50,000-74,999",True,4333.333333,947236435346523187FEC32,,,,,,,,,0,,25,60337,5500,2012-02-14,Q1 2012,95C33538063340050B046E6,177.84,4268.16,1307.68,2960.48,-98.79,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2,2.0,,False,True,False,False,False,2012
B60F3541357671423EB6B3F,563376,2012-02-27 15:00:20.650000000,,36,Completed,2013-04-30 00:00:00,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2.0,E,6.0,1,AL,Administrative Assistant,Employed,289.0,True,False,,2012-02-07 14:39:10,640.0,659.0,2001-01-20 00:00:00,10.0,9.0,17.0,8,281.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5615.0,0.68,627.0,16.0,0.75,0.0,0.33,"$25,000-49,999",True,3583.333333,5ABA3644721711192B2F5C2,,,,,,,,,0,,24,61459,4000,2012-03-02,Q1 2012,EF383464390939266C2285D,168.89,5240.5,4000.0,1240.5,-40.93,-57.42,0.0,0.0,0.0,1.0,0,0,0.0,25,2.0,,False,True,False,False,False,2012
4697351181317912114F7C8,498675,2011-03-21 09:54:07.783000000,,60,Chargedoff,2013-09-05 00:00:00,0.18408,0.1699,0.1599,0.1571,0.0595,0.0976,5.0,B,8.0,1,NY,Administrative Assistant,Employed,12.0,False,False,,2011-03-21 09:53:57,760.0,779.0,2001-05-11 00:00:00,10.0,6.0,28.0,6,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1064.0,0.64,600.0,28.0,0.89,1.0,0.17,"$50,000-74,999",True,4166.666667,B2D436152228842109ACABA,,,,,,,,,308,29.0,35,48264,15000,2011-04-06,Q2 2011,97AB34192945777634E8BEA,372.71,8945.04,4533.64,4411.4,-259.64,0.0,10466.36,10466.36,0.0,1.0,0,0,0.0,378,3.0,28.0,True,True,False,False,True,2011
63EB351133485092079FE88,501127,2011-04-07 20:54:28.603000000,,36,Completed,2013-06-03 00:00:00,0.06327,0.0599,0.0499,0.05,0.013,0.037,7.0,AA,10.0,6,WA,Professional,Employed,158.0,True,False,,2011-04-07 20:54:19,760.0,779.0,1999-05-08 00:00:00,15.0,13.0,34.0,10,396.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11919.0,0.32,23921.0,29.0,1.0,0.0,0.17,"$100,000+",True,10333.333333,2AEB361768991275572222C,2.0,32.0,32.0,0.0,0.0,12800.0,0.01,78.0,0,,35,48674,7500,2011-04-22,Q2 2011,85B53412237248356708270,228.13,8145.15,7500.0,645.15,-107.68,0.0,0.0,0.0,0.0,1.0,0,0,0.0,164,3.0,,False,True,False,False,False,2011
68DC348546772918740C168,462219,2010-06-10 11:25:15.357000000,,36,Completed,2011-11-18 00:00:00,0.29334,0.27,0.26,0.1738,0.08,0.1738,4.0,C,8.0,1,VA,Analyst,Full-time,181.0,True,False,,2010-06-07 10:10:33,700.0,719.0,1990-12-17 00:00:00,6.0,6.0,9.0,3,801.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32182.0,0.95,1618.0,9.0,1.0,0.0,0.32,"$50,000-74,999",True,4833.333333,EB2B359143514631372C500,,,,,,,,,0,,45,43126,4400,2010-06-23,Q2 2010,BCDD3483559537796538C42,179.63,5562.64,4400.0,1162.64,-43.06,0.0,0.0,0.0,0.0,1.0,0,0,0.0,67,4.0,,False,True,False,False,False,2010
32D035156889448013DE12C,505804,2011-05-08 11:17:24.633000000,,36,Completed,2012-06-22 00:00:00,0.25424,0.2199,0.2099,0.2048,0.1,0.1048,3.0,D,7.0,1,OR,Computer Programmer,Employed,28.0,False,False,,2011-05-08 11:17:17,600.0,619.0,2001-03-05 00:00:00,5.0,5.0,16.0,3,42.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,1007.0,0.4,1493.0,16.0,0.68,0.0,0.17,"$50,000-74,999",True,5624.666667,24AE36191112259621FFBDD,2.0,22.0,20.0,2.0,0.0,5500.0,0.01,-5.0,0,,34,49542,5250,2011-05-23,Q2 2011,01C433656567683311715EE,200.47,6283.44,5250.0,1033.44,-47.02,0.0,0.0,0.0,0.0,1.0,1,0,0.0,19,3.0,,False,True,False,False,False,2011
155235475856807489513B8,587938,2012-05-10 13:54:25.950000000,,60,Past Due (91-120 days),,0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6.0,A,9.0,3,NY,Retail Management,Employed,97.0,False,False,,2012-05-10 08:47:01,760.0,779.0,1996-11-04 00:00:00,6.0,5.0,47.0,7,97.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5681.0,0.24,9419.0,46.0,1.0,0.0,0.16,"$100,000+",True,8333.333333,4877365048425970501ACE7,,,,,,,,,108,,22,66467,15000,2012-05-22,Q2 2012,57F3354757369703510C171,360.88,6134.96,3145.57,2989.39,-192.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,227,2.0,,False,True,False,False,False,2012
15793541724228992C4B5C2,570118,2012-03-19 19:15:57.530000000,,60,Completed,2013-04-22 00:00:00,0.35838,0.3304,0.3204,0.3057,0.149,0.1567,2.0,E,3.0,12,KS,Food Service Management,Employed,33.0,False,False,,2012-03-19 19:15:56,640.0,659.0,1999-11-09 00:00:00,1.0,1.0,3.0,0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.14,"$25,000-49,999",True,2250.0,E9C336464489258951452A0,1.0,9.0,9.0,0.0,0.0,4000.0,3324.4,-41.0,0,,24,62363,4000,2012-03-22,Q1 2012,A09F35168183161975C185F,136.98,4739.54,4000.0,739.54,-22.38,0.0,0.0,0.0,0.0,1.0,0,0,0.0,62,2.0,,False,True,False,False,False,2012
6E4B3535953169653433031,550715,2012-01-11 10:34:10.290000000,,36,Current,,0.24246,0.2049,0.1949,0.1904,0.089,0.1014,4.0,C,7.0,1,CO,Analyst,Employed,47.0,True,False,,2012-01-02 10:17:13,660.0,679.0,1999-03-31 00:00:00,10.0,9.0,23.0,6,342.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,10019.0,0.28,3496.0,16.0,0.88,0.0,0.18,"$75,000-99,999",True,7725.0,75D336403856635403F10AC,,,,,,,,,0,,26,59174,4000,2012-01-20,Q1 2012,D23F3535332267335CB2475,149.65,3741.25,2323.39,1417.86,-61.14,-202.02,0.0,0.0,0.0,1.0,0,0,0.0,3,2.0,,False,True,False,False,False,2012
6E5B3520248346318E14790,516486,2011-07-14 16:52:54.117000000,,36,Current,,0.35643,0.3199,0.3099,0.2917,0.195,0.0967,1.0,HR,6.0,7,AR,Other,Employed,47.0,True,False,,2011-07-14 16:52:48,640.0,659.0,1992-01-30 00:00:00,21.0,18.0,51.0,16,756.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,23720.0,0.79,4697.0,30.0,0.9,0.0,0.28,"$50,000-74,999",True,5388.0,8A8136244487944870BF5E1,,,,,,,,,0,,32,51312,2500,2011-07-20,Q3 2011,07A0352117524927877DF1E,108.87,3374.97,1988.59,1386.38,-43.36,0.0,0.0,0.0,0.0,1.0,0,0,0.0,28,3.0,,False,True,False,False,False,2011
68BC352321407920204EADD,522939,2011-08-19 08:18:14.607000000,,60,Current,,0.24252,0.2199,0.2099,0.205,0.061,0.144,4.0,C,6.0,2,FL,Professional,Employed,49.0,True,False,,2011-08-19 08:18:12,760.0,779.0,2000-08-01 00:00:00,14.0,14.0,53.0,17,652.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,23056.0,0.61,14439.0,35.0,0.97,0.0,0.3,"$25,000-49,999",True,3241.666667,0C4E3627604364349DCB23B,1.0,6.0,6.0,0.0,0.0,15000.0,12894.72,13.0,0,,31,52588,11500,2011-08-26,Q3 2011,FF58350514649116877EAE4,317.55,10210.86,4980.91,5229.95,-232.33,0.0,0.0,0.0,0.0,1.0,0,0,0.0,205,3.0,,False,True,False,False,False,2011
BE5D35234413513577C4177,520222,2011-08-07 12:17:55.280000000,,36,Completed,2013-01-18 00:00:00,0.124,0.1029,0.0929,0.0926,0.026,0.0666,6.0,A,8.0,1,NY,Other,Other,12.0,False,True,3D4D3366260257624AB272D,2011-08-07 12:17:53,680.0,699.0,2000-09-01 00:00:00,9.0,9.0,29.0,8,321.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19462.0,0.61,11159.0,22.0,1.0,0.0,,"$25,000-49,999",False,2477.75,606636272321650252F539B,4.0,35.0,34.0,1.0,0.0,11500.0,2020.39,-25.0,0,,31,52536,6500,2011-08-23,Q3 2011,4BB834197520904506FC77A,210.62,7207.95,6500.0,707.95,-68.8,0.0,0.0,0.0,0.0,1.0,1,0,0.0,129,3.0,,False,True,False,False,False,2011
C36B35363753191160E93BB,552269,2012-01-18 07:08:04.253000000,,36,Current,,0.17359,0.1449,0.1349,0.1326,0.052,0.0806,5.0,B,6.0,15,NJ,Other,Other,19.0,True,False,,2012-01-18 07:08:01,780.0,799.0,1976-08-17 00:00:00,14.0,9.0,32.0,7,1958.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,52640.0,0.48,55715.0,30.0,0.86,0.0,0.55,"$75,000-99,999",True,6800.0,61C13642045022359354DCB,1.0,9.0,9.0,0.0,0.0,12564.77,9902.86,47.0,0,,26,59485,15000,2012-01-27,Q1 2012,D978350911563878956C1C8,516.24,12906.0,9707.62,3198.38,-220.71,0.0,0.0,0.0,0.0,1.0,0,0,0.0,169,2.0,,False,True,False,False,False,2012
736F3463499185422C342DF,425286,2009-09-21 10:09:59.450000000,,36,Completed,2012-04-03 00:00:00,0.23149,0.209,0.199,0.1244,0.07,0.1244,4.0,C,6.0,1,DC,Skilled Labor,Full-time,80.0,True,False,,2009-09-21 09:59:23,780.0,799.0,1992-01-22 00:00:00,16.0,15.0,37.0,13,248.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,11062.0,0.33,22238.0,30.0,0.93,0.0,0.15,"$50,000-74,999",True,5416.666667,F1B335691478481442BF268,,,,,,,,,0,,53,38932,15000,2009-10-15,Q4 2009,2F2034643497208879D5CDB,564.36,20095.86,14999.98,5095.88,-243.82,0.0,0.0,0.0,0.0,1.0,0,0,0.0,522,4.0,,False,True,False,False,False,2009
73893491358350023DC7AE6,469764,2010-08-03 07:15:52.517000000,,36,Completed,2013-08-22 00:00:00,0.08591,0.0825,0.0725,0.057,0.0155,0.057,7.0,AA,10.0,7,IL,Professional,Full-time,85.0,False,False,,2010-07-22 09:15:34,760.0,779.0,1999-01-11 00:00:00,6.0,6.0,11.0,4,181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9977.0,0.3,22923.0,10.0,1.0,0.0,0.14,"$50,000-74,999",True,4916.666667,5BE13596055948852ECDDE5,,,,,,,,,0,,43,43946,10000,2010-08-13,Q3 2010,078D3490656470506727311,314.52,11325.7,9999.33,1326.37,-158.42,0.0,0.0,0.0,0.0,1.0,0,0,0.0,305,4.0,,False,True,False,False,False,2010
DB683532036134713CBB2E6,541622,2011-11-28 11:54:10.640000000,,36,Current,,0.15375,0.1254,0.1154,0.115,0.038,0.077,6.0,A,9.0,3,PA,Executive,Employed,93.0,False,False,,2011-11-28 11:54:05,800.0,819.0,1986-12-12 00:00:00,3.0,3.0,4.0,2,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.01,22211.0,3.0,1.0,0.0,0.14,"$75,000-99,999",True,7916.666667,7CBA363612519789701949D,,,,,,,,,0,,28,56775,25000,2011-11-30,Q4 2011,0DFD353216639690000C424,836.82,22594.14,17846.8,4747.34,-378.58,0.0,0.0,0.0,0.0,1.0,0,0,0.0,11,2.0,,False,True,False,False,False,2011
93E135141090346952F6961,505854,2011-05-08 18:48:10.560000000,,36,Completed,2012-03-13 00:00:00,0.12511,0.104,0.094,0.0937,0.038,0.0557,6.0,A,9.0,7,WA,Professional,Employed,54.0,True,False,,2011-05-08 18:43:36,740.0,759.0,1999-09-15 00:00:00,1.0,1.0,45.0,1,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,300.0,32.0,0.87,0.0,0.05,"$75,000-99,999",True,6364.75,E91736202426033856D23C0,,,,,,,,,0,,34,49538,2000,2011-05-19,Q2 2011,61373415049188204933658,64.91,2152.24,2000.0,152.24,-14.65,0.0,0.0,0.0,0.0,1.0,0,0,0.0,39,3.0,,False,True,False,False,False,2011
BEC63481079537444FD59B4,454448,2010-04-15 18:58:29.627000000,,36,Defaulted,2012-06-26 00:00:00,0.38723,0.35,0.34,0.1369,0.183,0.1369,1.0,HR,6.0,6,NC,Other,Full-time,107.0,False,False,,2010-09-30 06:01:20,640.0,659.0,1993-07-23 00:00:00,4.0,2.0,11.0,1,66.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3298.0,0.94,202.0,11.0,0.81,0.0,,"$25,000-49,999",False,3500.0,42E53602248278468A5CBBF,1.0,35.0,34.0,1.0,0.0,1000.0,0.02,10.0,195,21.0,41,44954,5000,2010-10-25,Q4 2010,B0EB3373881377529684542,226.18,3392.7,1482.59,1910.11,-54.58,0.0,3517.41,3517.41,0.0,1.0,0,0,0.0,129,3.0,20.0,True,True,False,False,True,2010
BB4B3541442979054984663,570570,2012-03-20 12:29:46.593000000,,60,Current,,0.27246,0.2468,0.2368,0.2312,0.089,0.1422,4.0,C,6.0,1,MA,Other,Employed,142.0,False,False,,2012-03-20 12:29:42,740.0,759.0,2001-02-07 00:00:00,4.0,4.0,10.0,1,15.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.01,985.0,7.0,1.0,0.0,0.35,"$25,000-49,999",True,3573.583333,4B023648676501772DE809E,,,,,,,,,0,,23,63471,15000,2012-04-12,Q2 2012,4E6F3520209013793D0A8D7,437.46,9624.12,3524.82,6099.3,-247.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,236,2.0,,False,True,False,False,False,2012
31173528776322451045528,533645,2011-10-18 06:34:31.883000000,,36,Current,,0.19546,0.1664,0.1564,0.1537,0.0595,0.0942,5.0,B,9.0,3,IN,Sales - Retail,Employed,16.0,False,False,,2011-12-06 17:47:40,680.0,699.0,2004-10-01 00:00:00,7.0,7.0,22.0,7,168.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9912.0,0.37,16288.0,18.0,1.0,0.0,0.18,"$25,000-49,999",True,3833.333333,DDB63636904826615426BFF,,,,,,,,,0,,27,57401,15000,2011-12-13,Q4 2011,BE1B3529261289735CE5DA6,532.11,13834.86,10052.78,3782.08,-227.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,8,2.0,,False,True,False,False,False,2011
33A63537165370969AAB13E,552145,2012-01-17 14:18:07.253000000,,36,Chargedoff,2012-07-27 00:00:00,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1.0,HR,3.0,3,CA,Sales - Commission,Self-employed,16.0,False,False,,2012-02-16 19:44:35,740.0,759.0,1981-07-01 00:00:00,2.0,1.0,8.0,1,18.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,142.0,0.01,11858.0,6.0,0.85,0.0,,"$50,000-74,999",False,5391.666667,6B4C3643449698056B8C8E1,,,,,,,,,713,5.0,25,61079,4000,2012-02-27,Q1 2012,E1103536638544993F9EF7B,173.71,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,1.0,0,0,0.0,91,2.0,4.0,True,True,False,True,False,2012
BF0C3524125177166551992,525235,2011-09-04 10:10:19.570000000,,36,Completed,2013-05-26 00:00:00,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3.0,D,6.0,3,IL,Teacher,Employed,73.0,False,False,,2011-09-04 10:10:18,720.0,739.0,2001-04-25 00:00:00,14.0,13.0,18.0,11,524.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22863.0,0.37,38375.0,18.0,1.0,2.0,0.48,"$25,000-49,999",True,3000.0,36DC36311362905488DBBB0,,,,,,,,,0,,30,53646,7303,2011-09-26,Q3 2011,F99B352258686892009B184,298.09,9807.31,7302.63,2504.68,-92.8,0.0,0.0,0.0,0.0,0.7302,0,0,0.0,159,2.0,,False,True,False,False,False,2011
33DC35096655805289CF540,496539,2011-03-04 11:30:27.747000000,,36,Completed,2013-01-09 00:00:00,0.20321,0.1699,0.1599,0.1563,0.077,0.0793,4.0,C,6.0,3,CA,Other,Self-employed,8.0,False,False,,2011-03-04 11:30:04,780.0,799.0,2000-06-15 00:00:00,4.0,4.0,18.0,3,17.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1569.0,0.14,8931.0,17.0,0.82,0.0,,"$75,000-99,999",False,7083.333333,04863613670891054B42B4D,1.0,5.0,5.0,0.0,0.0,1000.0,0.0,27.0,0,,36,47923,12000,2011-03-22,Q1 2011,390B34265594284143CDBF0,427.77,14131.23,11999.67,2131.56,-124.53,0.0,0.0,0.0,0.0,1.0,0,0,0.0,253,3.0,,False,True,False,False,False,2011
634D3541051805781427391,569269,2012-03-16 12:43:50.727000000,,36,Completed,2013-06-04 00:00:00,0.24246,0.2049,0.1949,0.1904,0.089,0.1014,4.0,C,7.0,13,AR,Clerical,Employed,180.0,True,False,,2012-03-16 12:43:44,780.0,799.0,1987-05-16 00:00:00,10.0,10.0,35.0,10,135.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,881.0,0.15,2359.0,32.0,0.93,2.0,0.31,"$25,000-49,999",True,2500.0,12543646879989240301D79,,,,,,,,,0,,24,62583,10000,2012-03-27,Q1 2012,FFCB3541031996260A568B1,374.14,12086.1,10000.0,2086.1,-101.81,0.0,0.0,0.0,0.0,1.0,0,0,0.0,181,2.0,,False,True,False,False,False,2012
33A434685671740897C73ED,434207,2009-11-19 14:03:30.200000000,,36,Completed,2010-02-19 00:00:00,0.22338,0.201,0.191,0.1216,0.065,0.1216,4.0,C,9.0,1,CA,Analyst,Full-time,104.0,False,True,6A3B336601725506917317E,2009-11-19 12:34:54,680.0,699.0,1995-11-02 00:00:00,10.0,9.0,15.0,8,243.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3753.0,0.39,5697.0,13.0,0.64,0.0,0.16,"$50,000-74,999",True,5936.0,D88B357296908313029AA4E,1.0,32.0,31.0,1.0,0.0,2550.0,0.0,181.0,0,,52,39738,6500,2009-11-30,Q4 2009,955E336457223227028C461,241.89,6784.69,6500.0,284.69,-14.16,0.0,0.0,0.0,0.0,1.0,0,0,0.0,226,4.0,,False,True,False,False,False,2009
33C035366645661971D1E5C,554369,2012-01-26 02:56:33.857000000,,36,Completed,2012-11-14 00:00:00,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,E,1.0,1,NV,Waiter/Waitress,Full-time,71.0,False,False,,2012-01-26 02:56:31,600.0,619.0,2001-01-13 00:00:00,7.0,6.0,16.0,3,286.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,11402.0,0.91,998.0,14.0,1.0,3.0,0.41,"$1-24,999",True,1750.0,641036441390779398A3C99,5.0,30.0,29.0,1.0,0.0,15500.0,0.04,-34.0,0,,25,61030,2000,2012-02-27,Q1 2012,59423376541417552B94BD3,84.89,2375.56,2000.0,375.56,-12.51,0.0,0.0,0.0,0.0,1.0,1,0,0.0,27,2.0,,False,True,False,False,False,2012
AE5235414913972384C8406,569768,2012-03-19 07:11:22.670000000,,36,Chargedoff,2012-11-21 00:00:00,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1.0,HR,5.0,1,PA,Other,Employed,133.0,False,False,,2012-03-19 07:11:18,700.0,719.0,1994-10-27 00:00:00,6.0,6.0,9.0,4,136.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,4514.0,0.41,6378.0,9.0,0.88,1.0,0.27,"$25,000-49,999",True,3750.0,3940364570140596468F9A3,,,,,,,,,596,8.0,24,62347,4000,2012-03-22,Q1 2012,0D683542625250126A619A2,173.71,521.13,206.23,314.9,-9.91,0.0,3793.77,3793.77,0.0,1.0,0,0,0.0,10,2.0,8.0,True,True,False,True,False,2012
AE683475962730993084410,446237,2010-02-09 16:15:49.247000000,,36,Chargedoff,2013-06-06 00:00:00,0.16005,0.1385,0.1285,0.0764,0.05,0.0764,5.0,B,8.0,1,FL,Teacher,Full-time,30.0,True,False,,2010-01-26 19:02:04,740.0,759.0,1999-09-18 00:00:00,5.0,4.0,17.0,3,234.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17361.0,0.81,4041.0,9.0,1.0,1.0,0.16,"$25,000-49,999",True,3325.0,C4013581879448001D0C9FE,,,,,,,,,399,40.0,48,41107,5000,2010-03-04,Q1 2010,D7CD3474722432823176304,170.52,5797.68,4660.79,1136.89,-82.09,0.0,339.21,339.21,0.0,1.0,0,0,0.0,185,4.0,40.0,True,True,False,False,True,2010
C0453478826516654CD27EE,450573,2010-03-16 12:22:47.113000000,,36,Completed,2011-08-18 00:00:00,0.30734,0.2838,0.2738,0.167,0.1,0.167,3.0,D,8.0,1,FL,Professional,Full-time,38.0,True,False,,2010-03-16 12:07:31,660.0,679.0,2002-08-10 00:00:00,13.0,12.0,28.0,10,538.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,20567.0,0.79,4529.0,23.0,1.0,0.0,0.27,"$50,000-74,999",True,5000.0,5F0D35842887939011EA6F9,,,,,,,,,0,,48,41465,7500,2010-03-29,Q1 2010,E5513477982085583AD297B,311.77,9992.75,7500.0,2492.75,-87.84,0.0,0.0,0.0,0.0,1.0,0,0,0.0,215,4.0,,False,True,False,False,False,2010
C04A35080874396623D2DA3,493914,2011-02-16 14:19:57.243000000,,36,Completed,2013-11-08 00:00:00,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2.0,E,5.0,1,MN,Accountant/CPA,Employed,63.0,True,False,,2011-02-16 14:19:50,680.0,699.0,1990-06-01 00:00:00,15.0,14.0,28.0,11,1077.0,1.0,3.0,1.0,56.0,0.0,0.0,0.0,46054.0,0.76,13198.0,27.0,0.96,0.0,0.65,"$25,000-49,999",True,3583.333333,9AA336140375230517CB809,,,,,,,,,0,,36,47592,7500,2011-03-08,Q1 2011,43BE3507713896941A0C978,326.62,11536.1,7500.0,4036.1,-121.94,0.0,0.0,0.0,0.0,1.0,0,0,0.0,101,3.0,,False,True,False,False,False,2011
C3B23526456682725723535,528178,2011-09-19 11:47:56.843000000,,36,Past Due (31-60 days),,0.27467,0.2399,0.2299,0.2243,0.1,0.1243,3.0,D,2.0,1,NV,Attorney,Employed,94.0,True,False,,2011-09-19 11:47:54,680.0,699.0,1991-12-01 00:00:00,18.0,11.0,47.0,7,1148.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,195495.0,1.0,18.0,40.0,0.85,0.0,0.29,"$100,000+",True,13145.833333,9CAE3630155833132B3903D,1.0,17.0,17.0,0.0,0.0,1100.0,621.61,-11.0,43,,30,53671,4500,2011-09-26,Q3 2011,215934773490588358A51D0,176.52,4766.04,3039.45,1726.59,-72.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,29,2.0,,False,True,False,False,False,2011
AAE13460539872299476E13,422120,2009-08-26 14:51:14.743000000,,36,Completed,2012-09-18 00:00:00,0.16076,0.1392,0.1292,0.077,0.05,0.077,5.0,B,8.0,2,CA,Architect,Full-time,88.0,True,False,,2009-08-26 14:49:44,740.0,759.0,1990-09-04 00:00:00,12.0,10.0,26.0,8,1264.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,275406.0,0.49,26140.0,24.0,1.0,2.0,0.11,"$75,000-99,999",True,8000.0,2D99356854954011444E4F0,,,,,,,,,0,,53,38840,4000,2009-10-07,Q4 2009,06973461558793881467505,136.56,4915.15,3999.84,915.31,-65.75,0.0,0.0,0.0,0.0,1.0,0,0,0.0,178,4.0,,False,True,False,False,False,2009
